#{"t_start": 1771225423.6887798, "env_id": "None"}
r,l,t
-109.85721,464,30440.40241
3142.6528,2883,30443.958535
-107.85135,544,30461.008225
-163.47562,378,30463.531919
2839.9858,2834,30463.735782
-131.2874,406,30482.241301
2936.3018,2643,30491.103825
3026.3682,2449,30517.748831
-208.639,275,30533.250185
2859.0908,2790,30547.975714
-103.55687,506,30557.741754
2810.4438,2569,30559.057319
-288.21228,284,30565.43744
-228.77042,338,30579.383693
2846.7761,2738,30579.998526
-224.31752,271,30582.954559
-166.49474,420,30585.164589
3023.5278,2550,30592.629068
3009.3284,2713,30607.142289
-142.08783,467,30610.237844
-150.04243,393,30611.210783
-119.4637,451,30611.499307
6.364359,563,30615.402714
2902.1274,2691,30625.137289
2813.6846,2550,30629.922978
-132.18445,344,30636.109526
-192.06917,364,30650.640927
-182.79208,381,30658.338164
-241.46188,335,30672.316074
-242.25098,303,30677.477371
-215.8077,317,30691.272481
-193.80981,317,30698.527587
-139.13855,418,30715.841429
-163.07512,392,30719.312312
2946.978,2404,30748.317241
2985.41,2553,30750.246698
2951.855,2582,30755.655635
3254.6746,2918,30761.425793
-167.2965,404,30770.214258
2723.1648,2876,30773.77333
2806.4265,2655,30776.096561
-241.01202,253,30778.044658
-133.13994,388,30794.413101
-163.44662,342,30794.699249
-239.4733,302,30796.90904
-54.14388,460,30803.426507
-275.30115,330,30812.773938
-132.4738,431,30824.304781
2761.9106,2698,30852.946172
3196.4644,2663,30854.001589
-195.56348,361,30873.914906
-73.90152,423,30875.369042
-129.05975,447,30894.358543
3086.5435,2740,30896.294943
3115.9807,2865,30896.942021
-80.14239,644,30908.036024
-195.64381,278,30912.357322
-258.61847,307,30917.30826
2885.4448,2493,30919.747541
2853.2202,2598,30929.143159
-177.67487,380,30932.772528
-255.97467,358,30935.082628
-180.97742,428,30949.111072
2988.7458,2683,30956.845541
-183.44005,401,30961.291557
2956.6106,2552,30964.428309
-197.5841,407,30972.904106
-49.815746,626,30976.90388
-169.85873,444,30982.50488
-146.34125,440,30985.936381
-40.936283,583,30997.731867
-228.80023,368,31003.877526
75.24775,760,31017.673687
3029.699,2788,31048.128965
2914.394,2610,31054.121751
2837.5598,2781,31069.50898
-126.95505,377,31087.050949
2690.4573,2613,31089.441421
2845.5483,2554,31097.408843
-84.1664,475,31106.848746
2745.0042,2575,31108.8136
2842.7107,2750,31123.216965
-205.83061,344,31124.384464
2866.9539,2813,31146.708319
-139.22707,386,31149.061417
-258.6674,316,31163.916838
-210.55887,403,31171.259452
-210.7725,400,31187.348036
2735.1687,2746,31188.656331
2819.9111,2681,31192.887516
-164.74304,477,31207.721956
-255.15596,514,31216.530879
2867.4429,2668,31227.706402
2895.6514,2527,31229.105308
-135.7869,516,31238.205775
2960.942,2844,31260.17797
2867.877,2973,31276.510053
-138.71143,407,31296.960334
2851.6914,2648,31297.474824
2936.949,2735,31312.063919
-146.26714,306,31329.896542
2713.5627,2691,31333.723698
3058.8738,2573,31355.862751
2982.4905,2671,31362.970824
-106.82404,516,31366.426643
2815.7654,2807,31380.277982
-193.98631,407,31383.174677
3011.9822,2723,31392.932877
-198.94833,509,31406.361228
-119.954735,489,31430.156842
2740.57,2704,31430.434509
2844.382,2697,31430.963958
2871.614,2499,31459.085402
3053.784,2606,31477.67363
2745.5474,2410,31478.040506
2986.6267,2560,31498.553732
2802.55,2649,31512.182536
-182.87975,430,31532.857823
2894.72,2390,31545.182983
2717.3494,2502,31550.557906
-188.43376,339,31564.425801
2745.1597,2851,31569.575601
2793.7463,2715,31587.531074
-215.57265,417,31591.157054
-87.3657,513,31591.330251
2978.427,2552,31609.995869
-166.14618,379,31611.585871
2976.9785,2735,31619.299044
2742.9807,2700,31638.647506
3132.1646,2437,31659.471185
-196.88866,361,31678.900938
2829.1482,2597,31680.31952
-230.51929,418,31696.310998
3255.4663,2478,31708.841207
2879.956,2550,31709.336049
-88.94286,514,31720.227886
3021.2722,2413,31723.388026
-103.20828,425,31729.985733
2811.9216,2635,31735.23904
-122.06101,544,31738.396193
-148.88261,354,31742.140593
-182.33374,294,31742.826502
2871.09,2556,31743.389977
-195.34901,350,31755.479917
-134.79532,443,31765.222806
-93.5723,510,31773.598833
-133.24295,446,31773.823558
-241.75902,277,31774.313072
3109.4294,2615,31774.706374
-71.46132,512,31777.597457
-134.2855,534,31780.279139
-208.08362,363,31790.172867
-195.24493,362,31796.970307
-224.6526,366,31797.167166
-122.00461,557,31815.387533
-223.71713,357,31818.926976
-138.04707,506,31825.165113
-117.77482,422,31837.83916
2972.6338,2841,31841.591319
-119.96067,477,31843.990838
-227.15298,331,31861.536557
-167.65175,372,31888.235718
-178.29733,424,31906.641654
3010.193,2674,31921.963446
3245.407,2684,31924.070956
2772.0188,2739,31924.2549
2813.228,2683,31932.602332
-194.361,384,31942.065773
-180.52711,360,31944.85056
-181.67389,436,31949.188766
-181.75615,356,31962.869496
2940.7117,2657,31966.736443
2627.7334,2555,31972.11435
-123.07155,529,31972.346136
-226.67741,305,31992.233045
-70.4945,484,31995.951096
2933.7307,2846,32000.049757
-119.55258,471,32005.692167
-157.4025,495,32007.300926
-195.2941,447,32016.511984
-260.81418,336,32027.221645
-245.61543,499,32036.739502
-216.86876,349,32047.762371
3096.6196,2576,32052.205622
-79.09609,650,32070.943822
2715.2095,2613,32084.763235
2836.1682,2741,32103.031653
-37.194717,521,32123.979043
3014.941,2704,32131.678696
2669.307,2715,32135.505575
-178.02429,413,32141.629064
2860.0266,2714,32150.117656
-118.163445,450,32153.652306
-198.4451,390,32165.858257
2926.1492,2629,32175.841325
-52.63537,623,32183.454481
2890.6816,3089,32199.146727
2848.4167,2629,32200.789437
-228.74042,316,32218.047176
-245.7484,350,32220.980901
2903.855,2719,32221.559751
-256.10724,309,32240.185021
4050.2344,1343,32240.851953
99.001915,675,32267.766246
2943.362,2573,32268.687567
-192.5662,319,32284.315864
2674.2646,2611,32284.547766
-178.97173,421,32287.391579
-178.47661,339,32308.605548
-152.5694,379,32310.201895
-178.53548,359,32311.734611
2813.114,2529,32321.674775
3029.4692,2720,32324.281511
-182.01352,373,32333.442442
-231.76517,427,32334.901403
3012.2039,2483,32349.317671
2773.4478,2743,32357.336911
-187.22499,485,32374.756789
-130.31276,363,32377.081129
2901.4565,2810,32379.781347
-244.04794,337,32394.481207
-232.16338,311,32411.274036
4055.72,1607,32416.749566
-193.63158,431,32438.227248
3044.324,2519,32441.235671
-180.16743,381,32455.761747
2935.339,2746,32466.680151
2898.9553,2790,32471.340081
2845.6401,2749,32475.57783
-193.36464,412,32494.674053
-63.118095,619,32498.670784
-44.991486,783,32502.656309
2801.241,2685,32512.566356
-199.90973,373,32524.434177
-274.5575,327,32527.295162
2761.2812,2826,32536.816364
11.465792,663,32537.55519
-208.3599,319,32537.80639
-144.30232,402,32548.768528
-228.5459,350,32558.129922
2586.12,2637,32562.325085
-332.2061,267,32566.428819
3031.2036,2759,32590.570242
-88.27387,554,32591.848596
2896.632,2553,32593.857526
-118.57671,405,32610.768541
-157.74812,428,32613.722868
-194.44933,389,32614.724636
-136.635,389,32640.213154
-82.22217,564,32648.999469
-140.04506,342,32667.633276
2870.608,2626,32679.555419
-184.49763,426,32687.348233
2827.5989,3030,32691.893619
3031.4302,2913,32694.209855
2885.8765,2688,32699.64749
-126.776405,407,32700.263856
3078.7476,2719,32705.240365
-154.30844,450,32711.647088
-200.46721,475,32718.297913
-193.62292,394,32723.004912
-104.832436,553,32736.542107
-181.26686,335,32741.286083
